unique_id,ds,y,day_of_week,holiday_name,tavgCincinnati,prcpCincinnati,tavgToledo,prcpToledo
ohio_energy,2/20/2020,2818593.32,Thursday,,-1.7,0.0,-5.3,0.0
ohio_energy,2/21/2020,2985155.32,Friday,,-3.8,0.0,-4.3,0.0
ohio_energy,2/22/2020,2527757.88,Saturday,,0.0,0.0,0.9,0.0
ohio_energy,2/23/2020,2348925.22,Sunday,,2.1,0.0,4.1,0.0
ohio_energy,2/24/2020,2564086.66,Monday,,3.6,11.2,4.4,6.4
ohio_energy,2/25/2020,2499049.36,Tuesday,,6.8,7.9,2.1,6.1
ohio_energy,2/26/2020,2764429.25,Wednesday,,2.5,5.3,-0.8,8.6
ohio_energy,2/27/2020,2817604.1,Thursday,,-0.9,0.0,-4.8,0.0
ohio_energy,2/28/2020,2736794.96,Friday,,-0.4,3.0,-5.8,0.0
ohio_energy,2/29/2020,2579939.62,Saturday,,-2.4,0.0,-4.7,0.0
ohio_energy,3/1/2020,2373494.1,Sunday,,4.7,0.0,-0.2,0.0
ohio_energy,3/2/2020,2356913.88,Monday,,11.3,4.3,8.1,6.6
ohio_energy,3/3/2020,2334548.03,Tuesday,,11.3,6.7,5.7,1.5
ohio_energy,3/4/2020,2463900.12,Wednesday,,8.0,0.0,3.6,0.0
ohio_energy,3/5/2020,2574134.32,Thursday,,5.9,0.0,3.4,0.2
ohio_energy,3/6/2020,2617866.3,Friday,,3.9,0.0,2.1,0.0
ohio_energy,3/7/2020,2304030.74,Saturday,,3.5,0.0,0.7,0.0
ohio_energy,3/8/2020,2209152.55,Sunday,,6.8,0.0,7.9,0.0
ohio_energy,3/9/2020,2328516.29,Monday,,11.4,0.0,12.6,1.5
ohio_energy,3/10/2020,2317211.22,Tuesday,,12.4,10.7,9.1,5.8
ohio_energy,3/11/2020,2377184.62,Wednesday,,8.2,0.0,3.4,0.0
ohio_energy,3/12/2020,2360937.48,Thursday,,10.7,7.3,7.9,0.0
ohio_energy,3/13/2020,2203878.83,Friday,,10.6,0.8,7.6,0.0
ohio_energy,3/14/2020,2364674.33,Saturday,,3.2,7.4,2.3,0.0
ohio_energy,3/15/2020,2302636.4,Sunday,,3.7,0.0,2.2,0.0
ohio_energy,3/16/2020,2457605.1,Monday,,5.9,0.0,3.2,0.0
ohio_energy,3/17/2020,2408470.02,Tuesday,,7.1,0.0,5.5,0.0
ohio_energy,3/18/2020,2446071.88,Wednesday,,7.0,23.2,2.8,6.6
ohio_energy,3/19/2020,2260910.9,Thursday,,15.4,39.6,7.2,7.8
ohio_energy,3/20/2020,2198444.38,Friday,,16.4,9.1,12.2,6.3
ohio_energy,3/21/2020,2349594.31,Saturday,,2.5,0.0,-0.7,0.0
ohio_energy,3/22/2020,2220902.82,Sunday,,2.7,0.3,0.4,0.6
ohio_energy,3/23/2020,2301783.56,Monday,,7.8,1.1,3.7,0.5
ohio_energy,3/24/2020,2284069.62,Tuesday,,6.6,2.1,3.9,0.0
ohio_energy,3/25/2020,2224271.73,Wednesday,,9.9,1.1,5.6,0.0
ohio_energy,3/26/2020,2091371.1,Thursday,,12.1,0.5,10.6,1.5
ohio_energy,3/27/2020,2098231.66,Friday,,15.7,3.6,4.7,16.0
ohio_energy,3/28/2020,2045834.03,Saturday,,19.5,0.3,6.7,30.0
ohio_energy,3/29/2020,1869264.89,Sunday,,18.0,11.5,12.8,1.3
ohio_energy,3/30/2020,2035708.09,Monday,,11.9,0.0,7.4,0.0
ohio_energy,3/31/2020,2133879.49,Tuesday,,6.5,0.0,5.3,0.0
ohio_energy,4/1/2020,2162938.35,Wednesday,,8.0,0.0,6.8,0.3
ohio_energy,4/2/2020,2180254.01,Thursday,,8.8,0.0,8.8,0.0
ohio_energy,4/3/2020,2079312.91,Friday,,10.3,0.0,9.6,0.0
ohio_energy,4/4/2020,1888596.36,Saturday,,13.1,0.0,9.5,0.0
ohio_energy,4/5/2020,1917914.16,Sunday,,12.0,1.9,7.8,0.0
ohio_energy,4/6/2020,2009861.65,Monday,,12.6,0.0,7.3,0.0
ohio_energy,4/7/2020,2118918.16,Tuesday,,17.1,0.0,14.2,18.5
ohio_energy,4/8/2020,2305873.29,Wednesday,,22.0,1.0,15.9,17.3
ohio_energy,4/9/2020,1945047.82,Thursday,,10.5,7.2,7.8,0.3
ohio_energy,4/10/2020,2001216.09,Friday,,5.1,1.3,4.4,0.0
ohio_energy,4/11/2020,1937258.01,Saturday,,8.4,0.0,6.6,0.0
ohio_energy,4/12/2020,1784258.09,Sunday,,12.1,14.0,12.4,5.6
ohio_energy,4/13/2020,2136952.12,Monday,,9.4,21.3,8.4,0.3
ohio_energy,4/14/2020,2159596.88,Tuesday,,5.2,0.0,2.4,0.0
ohio_energy,4/15/2020,2265503.28,Wednesday,,3.5,0.3,0.5,1.5
ohio_energy,4/16/2020,2318137.39,Thursday,,4.3,0.0,1.7,0.0
ohio_energy,4/17/2020,2244849.41,Friday,,8.2,7.1,1.0,8.4
ohio_energy,4/18/2020,1977211.82,Saturday,,6.5,0.0,4.6,0.0
ohio_energy,4/19/2020,1915946.64,Sunday,,7.8,0.0,9.8,0.0
ohio_energy,4/20/2020,2066629.38,Monday,,10.0,0.0,8.2,0.0
ohio_energy,4/21/2020,1980419.31,Tuesday,,11.5,0.0,6.0,1.1
ohio_energy,4/22/2020,2140325.35,Wednesday,,9.3,0.0,1.7,0.8
ohio_energy,4/23/2020,2087486.98,Thursday,,11.3,15.2,6.2,0.0
ohio_energy,4/24/2020,1957423.76,Friday,,13.8,1.1,9.4,0.0
ohio_energy,4/25/2020,1833285.97,Saturday,,12.2,4.8,8.6,0.0
ohio_energy,4/26/2020,1970084.91,Sunday,,9.4,7.1,9.6,1.0
ohio_energy,4/27/2020,2103699.69,Monday,,9.9,0.0,9.6,0.0
ohio_energy,4/28/2020,2020158.44,Tuesday,,17.1,0.0,14.7,0.3
ohio_energy,4/29/2020,2037343.44,Wednesday,,15.5,7.6,16.8,0.8
ohio_energy,4/30/2020,2136009.16,Thursday,,9.6,0.8,9.9,1.5
ohio_energy,5/1/2020,2062496.93,Friday,,12.1,0.0,12.1,0.0
ohio_energy,5/2/2020,2005845.17,Saturday,,18.2,0.0,18.2,0.0
ohio_energy,5/3/2020,1937900.78,Sunday,,17.0,12.7,19.0,0.0
ohio_energy,5/4/2020,2052269.66,Monday,,13.6,0.0,10.1,0.0
ohio_energy,5/5/2020,2107716.58,Tuesday,,9.9,5.6,7.5,0.0
ohio_energy,5/6/2020,2159400.59,Wednesday,,9.9,0.0,10.1,0.0
ohio_energy,5/7/2020,2081528.22,Thursday,,11.1,0.0,11.9,0.0
ohio_energy,5/8/2020,2088155.55,Friday,,9.9,14.2,6.5,0.0
ohio_energy,5/9/2020,1968230.19,Saturday,,5.3,0.0,4.5,0.0
ohio_energy,5/10/2020,1836668.1,Sunday,,9.1,0.3,9.6,5.8
ohio_energy,5/11/2020,2263655.78,Monday,,6.8,0.0,5.2,1.3
ohio_energy,5/12/2020,2106793.53,Tuesday,,9.0,0.0,8.2,0.0
ohio_energy,5/13/2020,2131875.17,Wednesday,,9.3,0.0,9.1,0.0
ohio_energy,5/14/2020,2097148.84,Thursday,,18.2,0.5,13.6,10.2
ohio_energy,5/15/2020,2129816.37,Friday,,19.2,1.3,18.7,4.8
ohio_energy,5/16/2020,2098263.91,Saturday,,19.2,2.3,14.5,0.0
ohio_energy,5/17/2020,2227162.5,Sunday,,20.4,2.8,13.0,0.6
ohio_energy,5/18/2020,2291914.21,Monday,,17.8,43.7,14.4,42.7
ohio_energy,5/19/2020,2142815.01,Tuesday,,15.9,39.9,13.7,12.4
ohio_energy,5/20/2020,2092536.49,Wednesday,,12.6,1.3,13.5,0.3
ohio_energy,5/21/2020,2107189.71,Thursday,,14.4,4.2,14.1,1.0
ohio_energy,5/22/2020,2147826.47,Friday,,17.7,0.0,15.8,1.5
ohio_energy,5/23/2020,2363465.52,Saturday,,19.8,17.9,16.4,0.0
ohio_energy,5/24/2020,2643854.41,Sunday,,21.3,2.8,22.8,0.0
ohio_energy,5/25/2020,2605084.25,Monday,Memorial Day,21.5,1.3,24.2,0.0
ohio_energy,5/26/2020,3205750.96,Tuesday,,23.0,0.0,24.6,3.6
ohio_energy,5/27/2020,3044172.46,Wednesday,,23.0,4.8,23.1,0.0
ohio_energy,5/28/2020,2995844.04,Thursday,,22.8,11.5,22.8,3.8
ohio_energy,5/29/2020,2691938.97,Friday,,20.7,0.8,19.8,3.7
ohio_energy,5/30/2020,2201275.34,Saturday,,17.9,0.0,17.6,0.0
ohio_energy,5/31/2020,2095363.86,Sunday,,15.8,0.0,13.3,0.0
ohio_energy,6/1/2020,2377002.66,Monday,,15.9,0.0,16.1,0.0
ohio_energy,6/2/2020,3063950.97,Tuesday,,22.4,0.0,24.0,0.0
ohio_energy,6/3/2020,3400528.69,Wednesday,,25.3,0.0,25.6,0.0
ohio_energy,6/4/2020,3108498.59,Thursday,,23.1,2.5,23.7,0.0
ohio_energy,6/5/2020,3383650.67,Friday,,24.7,0.6,24.6,2.0
ohio_energy,6/6/2020,3339569.07,Saturday,,26.3,0.0,24.1,0.0
ohio_energy,6/7/2020,2888325.34,Sunday,,22.4,0.0,19.4,0.0
ohio_energy,6/8/2020,3143007.94,Monday,,21.6,0.0,20.6,0.0
ohio_energy,6/9/2020,3444446.38,Tuesday,,23.4,0.0,25.3,0.3
ohio_energy,6/10/2020,3608416.54,Wednesday,,26.5,2.6,27.2,2.3
ohio_energy,6/11/2020,2958783.81,Thursday,,22.0,0.0,21.3,0.0
ohio_energy,6/12/2020,2983295.5,Friday,,20.7,0.0,20.9,0.0
ohio_energy,6/13/2020,2273505.07,Saturday,,17.7,0.0,15.5,9.9
ohio_energy,6/14/2020,2193210.38,Sunday,,16.4,3.3,16.0,0.0
ohio_energy,6/15/2020,2558808.99,Monday,,17.6,0.0,18.4,0.0
ohio_energy,6/16/2020,2772947.59,Tuesday,,19.6,0.0,21.0,0.0
ohio_energy,6/17/2020,2858742.92,Wednesday,,20.7,0.0,21.3,0.0
ohio_energy,6/18/2020,2832372.44,Thursday,,19.4,0.8,22.7,0.0
ohio_energy,6/19/2020,3284531.2,Friday,,23.1,0.0,24.1,0.0
ohio_energy,6/20/2020,3227230.0,Saturday,,24.3,0.0,26.2,0.0
ohio_energy,6/21/2020,3145873.97,Sunday,,22.8,3.8,25.5,0.3
ohio_energy,6/22/2020,3236319.88,Monday,,23.8,10.7,24.4,5.6
ohio_energy,6/23/2020,2978371.52,Tuesday,,22.7,9.7,22.3,1.6
ohio_energy,6/24/2020,2825122.28,Wednesday,,20.9,0.0,20.3,0.0
ohio_energy,6/25/2020,3031652.23,Thursday,,21.3,0.0,21.6,0.0
ohio_energy,6/26/2020,3066868.76,Friday,,22.1,1.3,23.3,11.9
ohio_energy,6/27/2020,2781592.41,Saturday,,23.8,0.8,24.5,8.4
ohio_energy,6/28/2020,2920068.87,Sunday,,22.9,15.7,24.4,5.8
ohio_energy,6/29/2020,3484922.23,Monday,,24.6,0.0,24.5,0.0
ohio_energy,6/30/2020,3243485.72,Tuesday,,23.7,18.6,24.2,0.0
ohio_energy,7/1/2020,3596614.04,Wednesday,,25.2,0.0,24.7,0.0
ohio_energy,7/2/2020,3485246.62,Thursday,,24.8,0.0,26.5,0.0
ohio_energy,7/3/2020,3419323.86,Friday,Independence Day (observed),24.8,0.0,27.4,0.5
ohio_energy,7/4/2020,3448015.37,Saturday,Independence Day,25.6,0.0,27.5,0.0
ohio_energy,7/5/2020,3535755.73,Sunday,,26.2,0.0,26.5,0.0
ohio_energy,7/6/2020,3732973.0,Monday,,24.4,10.2,28.1,0.0
ohio_energy,7/7/2020,3682421.52,Tuesday,,25.4,0.0,28.5,0.0
ohio_energy,7/8/2020,3801641.29,Wednesday,,26.1,0.0,26.7,0.0
ohio_energy,7/9/2020,3727376.52,Thursday,,25.7,0.0,27.4,0.0
ohio_energy,7/10/2020,3654141.06,Friday,,25.6,5.1,25.5,12.4
ohio_energy,7/11/2020,3234279.41,Saturday,,25.1,2.8,24.9,0.0
ohio_energy,7/12/2020,3002989.34,Sunday,,22.0,0.0,23.5,4.8
ohio_energy,7/13/2020,3344614.06,Monday,,22.6,0.0,23.1,0.0
ohio_energy,7/14/2020,3516628.41,Tuesday,,23.4,0.0,23.5,0.0
ohio_energy,7/15/2020,3699116.01,Wednesday,,24.5,0.0,25.9,0.0
ohio_energy,7/16/2020,3689422.56,Thursday,,26.2,0.0,25.3,2.3
ohio_energy,7/17/2020,3669745.22,Friday,,24.5,0.0,25.4,0.0
ohio_energy,7/18/2020,3687563.33,Saturday,,26.2,0.0,27.3,0.0
ohio_energy,7/19/2020,3763488.39,Sunday,,26.3,16.5,26.6,28.2
ohio_energy,7/20/2020,3743041.3,Monday,,26.4,0.0,25.3,0.0
ohio_energy,7/21/2020,3836041.86,Tuesday,,26.1,0.0,24.4,0.0
ohio_energy,7/22/2020,3098511.92,Wednesday,,22.9,36.6,24.3,2.0
ohio_energy,7/23/2020,3437913.25,Thursday,,24.1,38.2,25.1,0.0
ohio_energy,7/24/2020,3527153.72,Friday,,24.8,0.0,24.3,0.0
ohio_energy,7/25/2020,3471834.45,Saturday,,24.6,0.0,24.6,0.0
ohio_energy,7/26/2020,3631618.1,Sunday,,26.0,0.0,26.6,0.0
ohio_energy,7/27/2020,3820025.1,Monday,,25.2,5.3,26.1,2.9
ohio_energy,7/28/2020,3535686.57,Tuesday,,25.4,0.0,24.5,0.0
ohio_energy,7/29/2020,3709782.96,Wednesday,,24.3,0.0,25.6,0.0
ohio_energy,7/30/2020,2821902.08,Thursday,,21.6,50.8,23.7,0.0
ohio_energy,7/31/2020,3130928.61,Friday,,23.4,0.3,23.2,0.0
ohio_energy,8/1/2020,3121932.72,Saturday,,23.7,32.8,21.8,17.8
ohio_energy,8/2/2020,2819620.26,Sunday,,22.1,0.8,21.0,2.8
ohio_energy,8/3/2020,3246074.61,Monday,,21.8,1.8,22.2,0.0
ohio_energy,8/4/2020,2868012.34,Tuesday,,20.8,0.0,20.8,0.0
ohio_energy,8/5/2020,2780096.04,Wednesday,,18.8,0.0,18.2,0.0
ohio_energy,8/6/2020,2797145.34,Thursday,,19.4,0.0,19.9,0.0
ohio_energy,8/7/2020,2974304.74,Friday,,21.1,0.0,21.2,0.0
ohio_energy,8/8/2020,3085273.43,Saturday,,21.5,0.0,21.8,0.0
ohio_energy,8/9/2020,3444663.12,Sunday,,23.1,0.0,24.7,0.0
ohio_energy,8/10/2020,3480069.14,Monday,,23.3,3.8,26.3,0.0
ohio_energy,8/11/2020,3482284.4,Tuesday,,23.3,4.4,24.7,0.0
ohio_energy,8/12/2020,3535312.2,Wednesday,,24.2,0.0,23.2,0.0
ohio_energy,8/13/2020,3705069.24,Thursday,,25.0,0.0,22.8,0.0
ohio_energy,8/14/2020,3083126.23,Friday,,23.2,0.5,25.0,9.7
ohio_energy,8/15/2020,3341893.96,Saturday,,23.9,0.0,25.1,0.0
ohio_energy,8/16/2020,3185023.2,Sunday,,23.6,0.0,22.6,13.2
ohio_energy,8/17/2020,3290612.2,Monday,,22.3,0.0,22.1,0.0
ohio_energy,8/18/2020,2527153.4,Tuesday,,19.6,7.5,20.8,0.0
ohio_energy,8/19/2020,2873452.76,Wednesday,,19.6,0.0,19.8,0.0
ohio_energy,8/20/2020,3074772.63,Thursday,,19.3,0.0,20.0,0.0
ohio_energy,8/21/2020,3168807.8,Friday,,21.0,0.0,22.7,0.0
ohio_energy,8/22/2020,2929913.06,Saturday,,22.3,0.0,24.1,0.0
ohio_energy,8/23/2020,3196364.05,Sunday,,23.0,0.5,25.0,0.0
ohio_energy,8/24/2020,3687300.29,Monday,,24.1,0.0,26.2,0.0
ohio_energy,8/25/2020,3838274.76,Tuesday,,24.9,5.3,26.5,0.0
ohio_energy,8/26/2020,3826105.14,Wednesday,,25.2,0.0,26.3,0.0
ohio_energy,8/27/2020,3455314.31,Thursday,,25.3,0.0,27.6,0.0
ohio_energy,8/28/2020,3335942.63,Friday,,24.8,5.7,25.2,22.1
ohio_energy,8/29/2020,3151813.53,Saturday,,24.5,0.0,22.4,9.1
ohio_energy,8/30/2020,2797531.51,Sunday,,20.2,0.0,18.3,0.0
ohio_energy,8/31/2020,3197814.44,Monday,,20.8,0.0,20.1,0.0
ohio_energy,9/1/2020,3411784.91,Tuesday,,23.5,0.0,23.2,0.0
ohio_energy,9/2/2020,3294412.9,Wednesday,,24.3,15.7,23.1,0.0
ohio_energy,9/3/2020,3387307.95,Thursday,,24.0,13.8,22.9,0.0
ohio_energy,9/4/2020,2984740.67,Friday,,22.7,0.0,19.1,0.0
ohio_energy,9/5/2020,2655169.83,Saturday,,18.3,0.0,19.2,0.0
ohio_energy,9/6/2020,2638877.59,Sunday,,19.4,0.0,18.2,0.3
ohio_energy,9/7/2020,3217633.85,Monday,Labor Day,21.9,0.0,22.0,5.9
ohio_energy,9/8/2020,3621626.37,Tuesday,,22.5,0.0,21.0,19.8
ohio_energy,9/9/2020,3597926.92,Wednesday,,22.2,0.0,19.1,0.0
ohio_energy,9/10/2020,3561066.6,Thursday,,23.9,0.0,19.3,0.0
ohio_energy,9/11/2020,2580201.28,Friday,,20.6,0.0,16.6,0.0
ohio_energy,9/12/2020,3121626.85,Saturday,,21.0,1.3,19.6,0.0
ohio_energy,9/13/2020,2879185.02,Sunday,,23.1,0.0,22.2,4.6
ohio_energy,9/14/2020,2837430.44,Monday,,19.2,0.0,16.9,0.0
ohio_energy,9/15/2020,2404483.37,Tuesday,,15.4,0.0,15.0,0.0
ohio_energy,9/16/2020,2531012.09,Wednesday,,15.8,0.0,16.9,0.0
ohio_energy,9/17/2020,2714371.96,Thursday,,18.5,0.0,17.4,0.0
ohio_energy,9/18/2020,2261407.51,Friday,,15.6,0.0,13.0,0.0
ohio_energy,9/19/2020,1971701.61,Saturday,,12.1,0.0,11.9,0.0
ohio_energy,9/20/2020,2005240.67,Sunday,,12.1,0.0,12.5,0.0
ohio_energy,9/21/2020,2285825.56,Monday,,12.6,0.0,14.2,0.0
ohio_energy,9/22/2020,2296389.81,Tuesday,,13.1,0.0,15.5,0.0
ohio_energy,9/23/2020,2333333.31,Wednesday,,15.5,0.0,18.2,0.0
ohio_energy,9/24/2020,2540806.2,Thursday,,17.6,0.0,19.3,0.0
ohio_energy,9/25/2020,2614626.39,Friday,,17.7,0.0,18.8,0.0
ohio_energy,9/26/2020,2344609.8,Saturday,,18.8,0.0,20.7,0.0
ohio_energy,9/27/2020,2457631.0,Sunday,,18.3,0.0,21.6,0.0
ohio_energy,9/28/2020,2470946.27,Monday,,16.5,6.1,16.5,2.5
ohio_energy,9/29/2020,2105044.73,Tuesday,,12.0,1.5,12.7,0.0
ohio_energy,9/30/2020,2213514.74,Wednesday,,14.9,0.0,12.5,0.8
ohio_energy,10/1/2020,2176040.19,Thursday,,12.6,0.3,11.0,1.0
ohio_energy,10/2/2020,2114470.19,Friday,,10.8,0.0,9.6,0.0
ohio_energy,10/3/2020,1914325.55,Saturday,,11.9,0.0,9.0,0.0
ohio_energy,10/4/2020,1974518.12,Sunday,,12.2,1.8,10.1,8.9
ohio_energy,10/5/2020,2116648.08,Monday,,8.9,0.0,9.3,0.0
ohio_energy,10/6/2020,2164451.64,Tuesday,,11.3,0.0,14.0,0.0
ohio_energy,10/7/2020,2392937.17,Wednesday,,17.4,0.0,17.8,0.0
ohio_energy,10/8/2020,2269623.85,Thursday,,14.1,0.0,13.3,0.0
ohio_energy,10/9/2020,2239573.89,Friday,,16.0,0.0,16.3,0.0
ohio_energy,10/10/2020,2096724.85,Saturday,,18.4,0.3,20.7,0.0
ohio_energy,10/11/2020,2200281.89,Sunday,,18.7,0.5,15.6,0.0
ohio_energy,10/12/2020,2397694.31,Monday,Columbus Day,19.2,3.0,17.8,2.3
ohio_energy,10/13/2020,2133322.12,Tuesday,,12.5,0.0,13.0,0.0
ohio_energy,10/14/2020,2233380.16,Wednesday,,13.7,0.0,12.9,0.0
ohio_energy,10/15/2020,2173478.42,Thursday,,14.1,2.8,13.1,2.3
ohio_energy,10/16/2020,2186602.21,Friday,,8.5,0.0,7.0,0.0
ohio_energy,10/17/2020,2045386.03,Saturday,,7.1,0.0,8.7,0.0
ohio_energy,10/18/2020,2058502.1,Sunday,,10.1,0.8,11.9,0.3
ohio_energy,10/19/2020,2263961.52,Monday,,12.6,35.1,7.9,8.1
ohio_energy,10/20/2020,2250049.72,Tuesday,,11.6,9.7,8.8,6.6
ohio_energy,10/21/2020,2292780.27,Wednesday,,16.2,1.1,14.2,13.1
ohio_energy,10/22/2020,2410113.62,Thursday,,17.3,0.0,14.4,9.3
ohio_energy,10/23/2020,2419095.32,Friday,,17.5,3.0,19.5,10.7
ohio_energy,10/24/2020,1981354.98,Saturday,,8.9,0.0,6.3,0.0
ohio_energy,10/25/2020,2034189.68,Sunday,,9.2,0.8,7.6,0.0
ohio_energy,10/26/2020,2248463.81,Monday,,9.7,0.0,7.8,0.0
ohio_energy,10/27/2020,2225715.88,Tuesday,,9.2,0.3,5.8,2.5
ohio_energy,10/28/2020,2259100.77,Wednesday,,10.7,1.3,7.7,0.0
ohio_energy,10/29/2020,2353962.43,Thursday,,9.8,49.0,8.2,2.3
ohio_energy,10/30/2020,2331342.02,Friday,,7.1,0.0,4.9,0.0
ohio_energy,10/31/2020,2196475.37,Saturday,,4.9,0.0,4.5,0.0
ohio_energy,11/1/2020,2280477.62,Sunday,,8.2,0.0,5.2,0.8
ohio_energy,11/2/2020,2469976.0,Monday,,3.4,0.0,3.0,0.0
ohio_energy,11/3/2020,2349176.91,Tuesday,,7.9,0.0,7.9,0.0
ohio_energy,11/4/2020,2251144.89,Wednesday,,9.9,0.0,14.4,0.0
ohio_energy,11/5/2020,2212217.87,Thursday,,10.4,0.0,14.3,0.0
ohio_energy,11/6/2020,2164619.47,Friday,,9.8,0.0,13.8,0.0
ohio_energy,11/7/2020,2010975.92,Saturday,,10.0,0.0,13.1,0.0
ohio_energy,11/8/2020,2090984.37,Sunday,,13.1,0.0,14.4,0.0
ohio_energy,11/9/2020,2297487.36,Monday,,14.2,0.0,17.0,0.0
ohio_energy,11/10/2020,2348778.85,Tuesday,,17.7,6.3,20.1,2.3
ohio_energy,11/11/2020,2145123.73,Wednesday,Veterans Day,13.3,13.5,10.1,5.9
ohio_energy,11/12/2020,2366374.92,Thursday,,5.0,0.0,3.4,0.0
ohio_energy,11/13/2020,2302141.15,Friday,,5.9,0.0,4.0,0.0
ohio_energy,11/14/2020,2229618.95,Saturday,,5.7,0.0,1.7,0.8
ohio_energy,11/15/2020,2200741.05,Sunday,,12.0,8.9,8.2,19.6
ohio_energy,11/16/2020,2378025.56,Monday,,6.6,0.0,4.0,0.0
ohio_energy,11/17/2020,2514314.41,Tuesday,,5.0,0.0,2.8,0.0
ohio_energy,11/18/2020,2491402.16,Wednesday,,2.6,0.0,1.1,0.0
ohio_energy,11/19/2020,2409821.61,Thursday,,9.9,0.0,11.1,0.0
ohio_energy,11/20/2020,2200776.3,Friday,,12.5,0.0,13.9,0.0
ohio_energy,11/21/2020,2209379.37,Saturday,,9.4,2.8,5.9,0.0
ohio_energy,11/22/2020,2277827.37,Sunday,,7.6,5.6,3.0,22.9
ohio_energy,11/23/2020,2355279.29,Monday,,5.2,0.0,3.9,0.0
